LAUS Code,State FIPS Code,County FIPS Code,County/State,County FIPS Year,County Labor Force,County Labor Employed,County Labor Unemployed,Unemployment Rate (%)
CN1606500000000,16,65.0,"Madison County, ID",2000.0,12693.0,12243.0,450.0,3.5
CN1606700000000,16,67.0,"Minidoka County, ID",2000.0,10131.0,9550.0,581.0,5.7
CN1606900000000,16,69.0,"Nez Perce County, ID",2000.0,18878.0,17890.0,988.0,5.2
CN1607100000000,16,71.0,"Oneida County, ID",2000.0,1983.0,1915.0,68.0,3.4
CN1607300000000,16,73.0,"Owyhee County, ID",2000.0,4775.0,4588.0,187.0,3.9
CN1607500000000,16,75.0,"Payette County, ID",2000.0,9789.0,9126.0,663.0,6.8
CN1607700000000,16,77.0,"Power County, ID",2000.0,3591.0,3384.0,207.0,5.8
CN1607900000000,16,79.0,"Shoshone County, ID",2000.0,6036.0,5441.0,595.0,9.9
CN1608100000000,16,81.0,"Teton County, ID",2000.0,3652.0,3544.0,108.0,3.0
CN1608300000000,16,83.0,"Twin Falls County, ID",2000.0,33608.0,32192.0,1416.0,4.2
CN1608500000000,16,85.0,"Valley County, ID",2000.0,4111.0,3834.0,277.0,6.7
CN1608700000000,16,87.0,"Washington County, ID",2000.0,5196.0,4843.0,353.0,6.8
CN1600100000000,16,1.0,"Ada County, ID",2001.0,175653.0,168876.0,6777.0,3.9
CN1600300000000,16,3.0,"Adams County, ID",2001.0,1954.0,1734.0,220.0,11.3
CN1600500000000,16,5.0,"Bannock County, ID",2001.0,37879.0,35999.0,1880.0,5.0
CN1600700000000,16,7.0,"Bear Lake County, ID",2001.0,2970.0,2831.0,139.0,4.7
CN1600900000000,16,9.0,"Benewah County, ID",2001.0,4036.0,3612.0,424.0,10.5
CN1601100000000,16,11.0,"Bingham County, ID",2001.0,19962.0,19014.0,948.0,4.7
CN1601300000000,16,13.0,"Blaine County, ID",2001.0,12428.0,12003.0,425.0,3.4
CN1601500000000,16,15.0,"Boise County, ID",2001.0,3464.0,3323.0,141.0,4.1
CN1601700000000,16,17.0,"Bonner County, ID",2001.0,18079.0,16639.0,1440.0,8.0
CN1601900000000,16,19.0,"Bonneville County, ID",2001.0,42667.0,41124.0,1543.0,3.6
CN1602100000000,16,21.0,"Boundary County, ID",2001.0,4041.0,3661.0,380.0,9.4
CN1602300000000,16,23.0,"Butte County, ID",2001.0,1460.0,1396.0,64.0,4.4
CN1602500000000,16,25.0,"Camas County, ID",2001.0,562.0,541.0,21.0,3.7
CN1602700000000,16,27.0,"Canyon County, ID",2001.0,69061.0,65478.0,3583.0,5.2
CN1602900000000,16,29.0,"Caribou County, ID",2001.0,3431.0,3246.0,185.0,5.4
CN1603100000000,16,31.0,"Cassia County, ID",2001.0,10334.0,9834.0,500.0,4.8
CN1603300000000,16,33.0,"Clark County, ID",2001.0,559.0,529.0,30.0,5.4
CN1603500000000,16,35.0,"Clearwater County, ID",2001.0,3567.0,3040.0,527.0,14.8
CN1603700000000,16,37.0,"Custer County, ID",2001.0,2692.0,2524.0,168.0,6.2
CN1603900000000,16,39.0,"Elmore County, ID",2001.0,10960.0,10333.0,627.0,5.7
CN1604100000000,16,41.0,"Franklin County, ID",2001.0,5446.0,5234.0,212.0,3.9
CN1604300000000,16,43.0,"Fremont County, ID",2001.0,5874.0,5601.0,273.0,4.6
CN1604500000000,16,45.0,"Gem County, ID",2001.0,7227.0,6728.0,499.0,6.9
CN1604700000000,16,47.0,"Gooding County, ID",2001.0,7107.0,6827.0,280.0,3.9
CN1604900000000,16,49.0,"Idaho County, ID",2001.0,7017.0,6404.0,613.0,8.7
CN1605100000000,16,51.0,"Jefferson County, ID",2001.0,9211.0,8846.0,365.0,4.0
CN1605300000000,16,53.0,"Jerome County, ID",2001.0,9315.0,8927.0,388.0,4.2
CN1605500000000,16,55.0,"Kootenai County, ID",2001.0,59387.0,55189.0,4198.0,7.1
CN1605700000000,16,57.0,"Latah County, ID",2001.0,17409.0,16642.0,767.0,4.4
CN1605900000000,16,59.0,"Lemhi County, ID",2001.0,3888.0,3596.0,292.0,7.5
CN1606100000000,16,61.0,"Lewis County, ID",2001.0,1710.0,1587.0,123.0,7.2
CN1606300000000,16,63.0,"Lincoln County, ID",2001.0,2229.0,2138.0,91.0,4.1
CN1606500000000,16,65.0,"Madison County, ID",2001.0,13161.0,12738.0,423.0,3.2
CN1606700000000,16,67.0,"Minidoka County, ID",2001.0,9870.0,9308.0,562.0,5.7
CN1606900000000,16,69.0,"Nez Perce County, ID",2001.0,19605.0,18540.0,1065.0,5.4
CN1607100000000,16,71.0,"Oneida County, ID",2001.0,2001.0,1928.0,73.0,3.6
CN1607300000000,16,73.0,"Owyhee County, ID",2001.0,4875.0,4671.0,204.0,4.2
CN1607500000000,16,75.0,"Payette County, ID",2001.0,9927.0,9133.0,794.0,8.0
CN1607700000000,16,77.0,"Power County, ID",2001.0,3529.0,3324.0,205.0,5.8
CN1607900000000,16,79.0,"Shoshone County, ID",2001.0,5755.0,5039.0,716.0,12.4
CN1608100000000,16,81.0,"Teton County, ID",2001.0,3833.0,3732.0,101.0,2.6
CN1608300000000,16,83.0,"Twin Falls County, ID",2001.0,34414.0,32946.0,1468.0,4.3
CN1608500000000,16,85.0,"Valley County, ID",2001.0,4036.0,3724.0,312.0,7.7
CN1608700000000,16,87.0,"Washington County, ID",2001.0,5079.0,4742.0,337.0,6.6
CN1600100000000,16,1.0,"Ada County, ID",2002.0,175742.0,167437.0,8305.0,4.7
CN1600300000000,16,3.0,"Adams County, ID",2002.0,1874.0,1649.0,225.0,12.0
CN1600500000000,16,5.0,"Bannock County, ID",2002.0,38701.0,36417.0,2284.0,5.9
CN1600700000000,16,7.0,"Bear Lake County, ID",2002.0,2885.0,2737.0,148.0,5.1
CN1600900000000,16,9.0,"Benewah County, ID",2002.0,4024.0,3572.0,452.0,11.2
CN1601100000000,16,11.0,"Bingham County, ID",2002.0,20285.0,19350.0,935.0,4.6
CN1601300000000,16,13.0,"Blaine County, ID",2002.0,12917.0,12395.0,522.0,4.0
CN1601500000000,16,15.0,"Boise County, ID",2002.0,3457.0,3286.0,171.0,4.9
CN1601700000000,16,17.0,"Bonner County, ID",2002.0,18612.0,17110.0,1502.0,8.1
CN1601900000000,16,19.0,"Bonneville County, ID",2002.0,43647.0,42001.0,1646.0,3.8
CN1602100000000,16,21.0,"Boundary County, ID",2002.0,4056.0,3696.0,360.0,8.9
CN1602300000000,16,23.0,"Butte County, ID",2002.0,1358.0,1293.0,65.0,4.8
CN1602500000000,16,25.0,"Camas County, ID",2002.0,578.0,559.0,19.0,3.3
CN1602700000000,16,27.0,"Canyon County, ID",2002.0,70787.0,66409.0,4378.0,6.2
CN1602900000000,16,29.0,"Caribou County, ID",2002.0,3369.0,3144.0,225.0,6.7
CN1603100000000,16,31.0,"Cassia County, ID",2002.0,10340.0,9791.0,549.0,5.3
CN1603300000000,16,33.0,"Clark County, ID",2002.0,504.0,474.0,30.0,6.0
CN1603500000000,16,35.0,"Clearwater County, ID",2002.0,3495.0,3022.0,473.0,13.5
CN1603700000000,16,37.0,"Custer County, ID",2002.0,2562.0,2394.0,168.0,6.6
CN1603900000000,16,39.0,"Elmore County, ID",2002.0,10960.0,10236.0,724.0,6.6
CN1604100000000,16,41.0,"Franklin County, ID",2002.0,5724.0,5465.0,259.0,4.5
CN1604300000000,16,43.0,"Fremont County, ID",2002.0,5880.0,5608.0,272.0,4.6
CN1604500000000,16,45.0,"Gem County, ID",2002.0,7108.0,6584.0,524.0,7.4
CN1604700000000,16,47.0,"Gooding County, ID",2002.0,7243.0,6959.0,284.0,3.9
CN1604900000000,16,49.0,"Idaho County, ID",2002.0,7089.0,6476.0,613.0,8.6
CN1605100000000,16,51.0,"Jefferson County, ID",2002.0,9465.0,9084.0,381.0,4.0
CN1605300000000,16,53.0,"Jerome County, ID",2002.0,9604.0,9186.0,418.0,4.4
CN1605500000000,16,55.0,"Kootenai County, ID",2002.0,60344.0,56010.0,4334.0,7.2
CN1605700000000,16,57.0,"Latah County, ID",2002.0,16641.0,15871.0,770.0,4.6
CN1605900000000,16,59.0,"Lemhi County, ID",2002.0,3818.0,3528.0,290.0,7.6
CN1606100000000,16,61.0,"Lewis County, ID",2002.0,1753.0,1645.0,108.0,6.2
CN1606300000000,16,63.0,"Lincoln County, ID",2002.0,2293.0,2173.0,120.0,5.2
CN1606500000000,16,65.0,"Madison County, ID",2002.0,13791.0,13365.0,426.0,3.1
CN1606700000000,16,67.0,"Minidoka County, ID",2002.0,9838.0,9212.0,626.0,6.4
CN1606900000000,16,69.0,"Nez Perce County, ID",2002.0,19406.0,18376.0,1030.0,5.3
CN1607100000000,16,71.0,"Oneida County, ID",2002.0,1948.0,1868.0,80.0,4.1
CN1607300000000,16,73.0,"Owyhee County, ID",2002.0,4748.0,4533.0,215.0,4.5
CN1607500000000,16,75.0,"Payette County, ID",2002.0,10069.0,9222.0,847.0,8.4
CN1607700000000,16,77.0,"Power County, ID",2002.0,3563.0,3336.0,227.0,6.4
CN1607900000000,16,79.0,"Shoshone County, ID",2002.0,5463.0,4791.0,672.0,12.3
CN1608100000000,16,81.0,"Teton County, ID",2002.0,4023.0,3888.0,135.0,3.4
CN1608300000000,16,83.0,"Twin Falls County, ID",2002.0,35494.0,33960.0,1534.0,4.3
CN1608500000000,16,85.0,"Valley County, ID",2002.0,4014.0,3678.0,336.0,8.4
CN1608700000000,16,87.0,"Washington County, ID",2002.0,5117.0,4761.0,356.0,7.0
CN1600100000000,16,1.0,"Ada County, ID",2003.0,177056.0,168453.0,8603.0,4.9
CN1600300000000,16,3.0,"Adams County, ID",2003.0,1867.0,1635.0,232.0,12.4
CN1600500000000,16,5.0,"Bannock County, ID",2003.0,39448.0,37355.0,2093.0,5.3
CN1600700000000,16,7.0,"Bear Lake County, ID",2003.0,2895.0,2730.0,165.0,5.7
CN1600900000000,16,9.0,"Benewah County, ID",2003.0,3963.0,3524.0,439.0,11.1
CN1601100000000,16,11.0,"Bingham County, ID",2003.0,20205.0,19252.0,953.0,4.7
CN1601300000000,16,13.0,"Blaine County, ID",2003.0,12674.0,12117.0,557.0,4.4
CN1601500000000,16,15.0,"Boise County, ID",2003.0,3530.0,3333.0,197.0,5.6
CN1601700000000,16,17.0,"Bonner County, ID",2003.0,18533.0,17087.0,1446.0,7.8
CN1601900000000,16,19.0,"Bonneville County, ID",2003.0,45703.0,43994.0,1709.0,3.7
CN1602100000000,16,21.0,"Boundary County, ID",2003.0,4204.0,3822.0,382.0,9.1
CN1602300000000,16,23.0,"Butte County, ID",2003.0,1316.0,1231.0,85.0,6.5
CN1602500000000,16,25.0,"Camas County, ID",2003.0,564.0,534.0,30.0,5.3
CN1602700000000,16,27.0,"Canyon County, ID",2003.0,73260.0,68544.0,4716.0,6.4
CN1602900000000,16,29.0,"Caribou County, ID",2003.0,3405.0,3172.0,233.0,6.8
CN1603100000000,16,31.0,"Cassia County, ID",2003.0,9882.0,9272.0,610.0,6.2
CN1603300000000,16,33.0,"Clark County, ID",2003.0,538.0,507.0,31.0,5.8
CN1603500000000,16,35.0,"Clearwater County, ID",2003.0,3296.0,2900.0,396.0,12.0
CN1603700000000,16,37.0,"Custer County, ID",2003.0,2531.0,2369.0,162.0,6.4
CN1603900000000,16,39.0,"Elmore County, ID",2003.0,10698.0,10016.0,682.0,6.4
CN1604100000000,16,41.0,"Franklin County, ID",2003.0,5800.0,5546.0,254.0,4.4
CN1604300000000,16,43.0,"Fremont County, ID",2003.0,5709.0,5414.0,295.0,5.2
CN1604500000000,16,45.0,"Gem County, ID",2003.0,7044.0,6593.0,451.0,6.4
CN1604700000000,16,47.0,"Gooding County, ID",2003.0,7401.0,7090.0,311.0,4.2
CN1604900000000,16,49.0,"Idaho County, ID",2003.0,6860.0,6238.0,622.0,9.1
CN1605100000000,16,51.0,"Jefferson County, ID",2003.0,9904.0,9518.0,386.0,3.9
CN1605300000000,16,53.0,"Jerome County, ID",2003.0,9527.0,9077.0,450.0,4.7
CN1605500000000,16,55.0,"Kootenai County, ID",2003.0,61574.0,57403.0,4171.0,6.8
CN1605700000000,16,57.0,"Latah County, ID",2003.0,16099.0,15342.0,757.0,4.7
CN1605900000000,16,59.0,"Lemhi County, ID",2003.0,3835.0,3541.0,294.0,7.7
CN1606100000000,16,61.0,"Lewis County, ID",2003.0,1673.0,1598.0,75.0,4.5
CN1606300000000,16,63.0,"Lincoln County, ID",2003.0,2269.0,2138.0,131.0,5.8
CN1606500000000,16,65.0,"Madison County, ID",2003.0,13418.0,13006.0,412.0,3.1
CN1606700000000,16,67.0,"Minidoka County, ID",2003.0,9402.0,8683.0,719.0,7.6
CN1606900000000,16,69.0,"Nez Perce County, ID",2003.0,19193.0,18143.0,1050.0,5.5
CN1607100000000,16,71.0,"Oneida County, ID",2003.0,1961.0,1882.0,79.0,4.0
CN1607300000000,16,73.0,"Owyhee County, ID",2003.0,4689.0,4553.0,136.0,2.9
CN1607500000000,16,75.0,"Payette County, ID",2003.0,10469.0,9534.0,935.0,8.9
CN1607700000000,16,77.0,"Power County, ID",2003.0,3660.0,3401.0,259.0,7.1
CN1607900000000,16,79.0,"Shoshone County, ID",2003.0,5494.0,4802.0,692.0,12.6
CN1608100000000,16,81.0,"Teton County, ID",2003.0,4169.0,4016.0,153.0,3.7
CN1608300000000,16,83.0,"Twin Falls County, ID",2003.0,35545.0,33937.0,1608.0,4.5
CN1608500000000,16,85.0,"Valley County, ID",2003.0,4013.0,3678.0,335.0,8.3
CN1608700000000,16,87.0,"Washington County, ID",2003.0,4737.0,4358.0,379.0,8.0
CN1600100000000,16,1.0,"Ada County, ID",2004.0,178289.0,171048.0,7241.0,4.1
CN1600300000000,16,3.0,"Adams County, ID",2004.0,1860.0,1638.0,222.0,11.9
CN1600500000000,16,5.0,"Bannock County, ID",2004.0,39774.0,37896.0,1878.0,4.7
CN1600700000000,16,7.0,"Bear Lake County, ID",2004.0,3027.0,2881.0,146.0,4.8
CN1600900000000,16,9.0,"Benewah County, ID",2004.0,3995.0,3634.0,361.0,9.0
CN1601100000000,16,11.0,"Bingham County, ID",2004.0,20512.0,19595.0,917.0,4.5
CN1601300000000,16,13.0,"Blaine County, ID",2004.0,13343.0,12858.0,485.0,3.6
CN1601500000000,16,15.0,"Boise County, ID",2004.0,3557.0,3375.0,182.0,5.1
CN1601700000000,16,17.0,"Bonner County, ID",2004.0,19384.0,18193.0,1191.0,6.1
